"";"ResponseId";"age";"genre";"CERQ_ACC";"CERQ_RUM";"CERQ_REA";"CERQ_CUL";"CERQ_REC";"CERQ_DRA";"CERQ_BLA";"CERQ_PLA";"CERQ_PERS";"CERQ_MAL";"CERQ_ADA";"AI_UPE";"AI_EPPR";"AI_RHSC";"AI_BFC";"AI_total";"BE_APP";"BE_ATT";"BE_Poids";"BE_total";"EE";"Interna";"QSREIC_dramatisation";"QSREIC_planif";"QSREIC_recentrage";"QSREIC_social";"QSREIC_culpa";"QSREIC_refus";"QSREIC_rumination";"QSREIC_physique";"QSREIC_évitement";"QSREIC_ADA";"QSREIC_MAL"
"1";"R_0GsgIFBoXqvnmGR";27;2;4;9;7;9;4;5;2;5;5;25;25;28;11;15;10;64;32;10;24;66;3;10;11;9;9;17;5;10;2;6;11;45;35
"2";"R_0PcPil62RqY2aaJ";30;2;6;9;10;5;9;2;4;10;4;20;39;18;30;22;14;84;25;17;14;56;10;11;5;11;14;16;6;17;3;3;3;58;20
"3";"R_0Pz5IOr2Kzhg0fv";27;2;8;10;4;10;4;9;4;5;3;33;24;11;14;6;3;34;11;8;9;28;4;29;12;6;3;4;10;5;5;10;13;18;50
"4";"R_0uiCHSoTtdH6T3X";10;2;6;7;3;5;2;5;4;5;6;21;22;27;25;19;7;78;23;10;18;51;7;18;8;10;10;17;5;16;3;4;8;53;28
"5";"R_0wSksLHdfBSpPyN";45;2;8;9;7;9;4;5;4;9;5;27;33;12;23;13;11;59;24;17;14;55;8;27;9;9;9;13;8;11;2;6;9;42;34
"6";"R_10HqiG2pfTL7New";20;2;6;5;7;5;4;3;2;6;6;15;29;20;19;18;9;66;28;14;19;61;8;20;8;9;8;14;5;8;2;3;4;39;22
"7";"R_10MX6arOK00auSR";18;1;8;8;8;6;4;2;7;9;6;23;35;23;12;6;12;53;23;12;11;46;5;10;12;9;9;18;8;12;4;5;7;48;36
"8";"R_11iOXkCS1Nlt8Dh";25;1;7;7;4;6;3;6;7;6;4;26;24;22;12;26;8;68;23;12;17;52;6;30;12;8;9;12;5;7;4;5;8;36;34
"9";"R_128SK7juzSFIKL6";14;2;6;7;8;4;3;4;4;7;4;19;28;13;26;23;9;71;32;14;19;65;7;27;7;9;9;17;6;13;3;5;3;48;24
"10";"R_12a6BELNpWtWfOc";26;2;4;10;7;7;5;6;4;6;3;27;25;11;19;16;8;54;16;9;15;40;6;26;7;12;9;7;7;13;5;4;14;41;37
"11";"R_12cpMwuULNFqksP";53;1;3;6;6;4;6;4;4;10;4;18;29;14;36;26;10;86;33;16;33;82;12;9;8;12;11;20;6;13;2;2;5;56;23
"12";"R_12DoZw11RI5sTVr";41;2;4;4;8;3;5;3;4;6;8;14;31;21;15;9;13;58;33;17;22;72;6;9;9;8;8;17;9;11;1;4;5;44;28
"13";"R_12FPZOxB1NoLPO2";33;2;5;6;8;5;7;3;5;6;9;19;35;22;27;12;11;72;27;15;16;58;6;29;11;8;10;13;9;8;3;8;4;39;35
"14";"R_12KmFQ0DRtd7K21";50;2;6;4;8;4;5;4;2;6;8;14;33;18;38;24;10;90;35;14;16;65;9;32;11;12;12;19;6;17;1;5;3;60;26
"15";"R_12rnY2owSijLWWp";17;2;4;5;4;4;3;4;4;6;4;17;21;16;24;19;11;70;22;10;10;42;7;33;11;8;8;15;8;7;2;6;7;38;34
"16";"R_1BR5P3i2W8cWwdc";47;1;6;4;8;5;7;2;2;8;6;13;35;19;31;26;10;86;30;13;19;62;9;19;5;10;10;18;4;10;1;4;3;48;17
"17";"R_1C1JXiPA5Xrgepz";51;1;8;8;8;4;8;3;4;8;7;19;39;10;32;23;11;76;32;14;24;70;9;15;11;12;13;19;5;17;2;3;8;61;29
"18";"R_1C2ApEFyQsm7VUD";52;1;6;7;6;4;4;3;6;4;8;20;28;29;40;24;11;104;32;13;23;68;12;10;9;6;7;20;5;13;1;2;7;46;24
"19";"R_1CKrKaOcHYQeG5b";20;1;9;4;9;4;4;2;3;6;7;13;35;19;35;15;12;81;39;12;30;81;11;19;4;7;9;17;4;15;1;3;3;48;15
"20";"R_1Cm6CVFRrpJ9hzv";25;1;5;4;7;4;6;3;3;6;6;14;30;27;33;18;9;87;35;13;32;80;9;13;9;7;8;18;3;14;1;3;5;47;21
"21";"R_1CpCTFZM9PZBXIz";47;2;9;8;10;8;2;3;2;7;6;21;34;17;16;15;11;59;28;15;19;62;7;34;9;12;9;17;6;11;3;4;5;49;27
"22";"R_1CxqjHeuaD2qOnL";24;2;7;7;6;8;4;4;2;7;4;21;28;22;22;12;12;68;24;14;19;57;5;15;10;11;8;14;8;12;4;5;6;45;33
"23";"R_1d0iWAwM1cYCo86";6;2;10;9;6;7;7;2;2;7;7;20;37;26;19;30;15;90;37;14;24;75;5;9;11;13;10;15;4;13;3;5;7;51;30
"24";"R_1daaIt5eOqywftd";17;1;8;4;8;3;6;4;4;4;4;15;30;13;19;18;9;59;26;20;21;67;6;36;9;11;10;9;8;9;4;9;6;39;36
"25";"R_1dbqCa3wHSBs7Ck";28;2;7;9;6;10;3;4;2;8;4;25;28;20;9;12;11;52;18;17;11;46;3;35;13;10;8;12;9;11;4;9;9;41;44
"26";"R_1DHiTYhayTrAGjM";43;2;8;8;9;4;6;5;5;7;7;22;37;13;26;20;14;73;33;14;29;76;8;18;10;9;12;15;4;14;2;4;4;50;24
"27";"R_1DLRcrbnGyLn3On";20;2;7;9;6;9;4;6;4;7;6;28;30;19;18;20;6;63;14;15;17;46;5;23;13;9;8;10;9;9;2;9;13;36;46
"28";"R_1eCALr4S2stTiPq";40;2;7;6;7;4;6;3;2;6;8;15;34;16;32;13;12;73;23;15;17;55;9;27;11;10;8;9;6;9;2;6;6;36;31
"29";"R_1eKLLCHxVUwfLTv";35;2;6;4;7;3;5;2;2;5;2;11;25;12;22;11;10;55;13;8;8;29;6;12;14;6;9;11;10;13;2;10;12;39;48
"30";"R_1f7aEHfI2hEu7A8";19;2;7;9;8;5;7;6;4;8;9;24;39;17;28;23;11;79;30;17;21;68;8;19;9;13;9;12;5;7;2;6;6;41;28
"31";"R_1f9G0lBKj2DdXMY";15;2;8;3;10;2;4;2;3;8;8;10;38;23;25;24;13;85;25;16;20;61;8;32;10;11;10;14;5;14;2;3;3;49;23
"32";"R_1FLCGblMe9kW2C2";23;2;7;8;9;4;3;4;4;7;8;20;34;16;20;16;10;62;17;12;11;40;5;45;15;7;6;9;8;7;3;10;8;29;44
"33";"R_1FM0c85jF2xDUZk";40;1;4;4;8;4;4;2;4;6;8;14;30;21;37;24;13;95;40;16;33;89;11;9;13;9;11;19;5;15;1;3;5;54;27
"34";"R_1FRmbyBHVJA4E3W";13;2;9;9;8;6;4;4;5;8;8;24;37;21;26;25;12;84;41;18;32;91;9;25;11;12;13;19;5;18;1;2;3;62;22
"35";"R_1g5Rle0EmLdLL9n";47;1;3;9;6;7;3;8;4;4;4;28;20;23;10;6;12;51;10;13;9;32;3;35;6;4;3;10;9;5;2;9;11;22;37
"36";"R_1g5ytIw5YMUtdyL";43;2;3;4;6;4;5;4;4;9;5;16;28;28;13;21;9;71;25;11;20;56;3;30;9;8;9;16;5;13;2;2;5;46;23
"37";"R_1GB2vGdbYanJGvs";37;1;9;3;10;4;8;3;3;8;10;13;45;18;23;21;12;74;33;16;27;76;6;35;10;13;10;16;6;13;2;3;7;52;28
"38";"R_1GHBGp1axwINUUt";36;2;4;6;6;4;4;7;4;6;4;21;24;15;14;12;4;45;18;10;10;38;6;38;15;9;5;5;7;7;4;10;6;26;42
"39";"R_1gqgy5hcJSK8zIJ";15;2;4;5;5;4;3;6;4;4;4;19;20;21;22;11;13;67;29;20;26;75;6;45;9;10;7;11;6;10;4;6;8;38;33
"40";"R_1gToIfdjBC5L66t";46;1;4;6;8;4;6;3;3;8;7;16;33;19;32;23;12;86;37;19;23;79;9;13;8;11;11;17;6;13;3;4;4;52;25
"41";"R_1GVVYv1eOkSHAQo";24;2;6;7;6;7;5;4;4;6;4;22;27;22;21;14;12;69;20;14;12;46;7;27;12;10;6;12;10;7;4;8;11;35;45
"42";"R_1gvwSZ8WFYfw4YB";18;2;8;9;8;10;4;4;4;10;4;27;34;25;23;18;6;72;26;17;21;64;6;29;8;14;7;10;5;14;3;5;5;45;26
"43";"R_1GwyL5sLLH9N65P";29;2;7;3;6;4;4;4;3;8;5;14;30;24;10;13;8;55;20;10;14;44;3;18;8;10;11;13;8;9;2;4;13;43;35
"44";"R_1Gy1dTq1VOLQufI";31;2;8;8;7;4;5;2;4;8;7;18;35;23;13;21;12;69;32;11;22;65;4;17;7;6;10;19;6;10;1;3;5;45;22
"45";"R_1H2dq5n8vCsCUy7";15;2;9;8;10;9;5;3;4;10;4;24;38;19;32;22;10;83;13;17;15;45;9;34;8;15;8;12;8;8;5;10;7;43;38
"46";"R_1HddDQ5CDmRK9Wv";22;2;5;9;5;6;3;6;4;10;4;25;27;23;14;12;11;60;25;12;26;63;4;38;9;11;5;12;6;6;3;5;9;34;32
"47";"R_1hQityifgBYPGO8";37;2;3;9;4;8;4;5;4;8;4;26;23;18;17;13;7;55;29;12;13;54;4;29;10;6;5;11;7;13;4;6;4;35;31
"48";"R_1HqqFQTCAHZZxl0";18;2;4;8;6;6;5;5;4;5;7;23;27;10;35;27;15;87;36;14;28;78;7;11;12;13;7;12;6;17;4;3;4;49;29
"49";"R_1i27QIbGFriKGUF";35;1;9;5;9;7;2;4;3;9;8;19;37;25;16;10;12;63;27;11;26;64;6;42;7;12;8;16;6;9;3;3;4;45;23
"50";"R_1IAFVYsayfaCDaY";3;2;9;5;10;8;4;3;2;6;10;18;39;22;15;20;8;65;34;16;31;81;6;9;11;10;13;19;5;12;2;2;4;54;24
"51";"R_1Iag28WRsFPKc7J";28;2;4;5;4;4;4;2;3;6;4;14;22;23;36;24;12;95;43;16;31;90;12;18;8;8;9;19;4;11;1;2;4;47;19
"52";"R_1IbBJCbgVxffVZy";37;1;9;8;9;3;5;2;2;7;8;15;38;26;33;17;10;86;40;12;29;81;11;9;7;10;9;20;8;12;2;2;6;51;25
"53";"R_1iezunYAS5pSQBk";41;2;4;10;6;8;4;6;4;10;6;28;30;12;15;12;8;47;32;14;17;63;5;19;10;12;9;13;5;13;3;4;8;47;30
"54";"R_1ifHrdPSD8v9tm7";15;2;8;8;5;4;2;6;4;6;3;22;24;17;8;8;5;38;19;13;11;43;3;36;7;6;5;5;8;6;2;7;5;22;29
"55";"R_1iq9PnVz6qXFuPZ";22;2;4;8;9;7;9;2;4;7;9;21;38;26;20;12;7;65;28;16;18;62;7;20;7;12;13;16;8;10;2;7;9;51;33
"56";"R_1j6Tjm8R9zUBD7o";28;2;6;8;6;9;4;8;4;9;5;29;30;22;22;13;11;68;30;18;14;62;8;25;7;12;11;16;6;9;1;8;4;48;26
"57";"R_1j7AdwX4AHUWjYn";49;2;3;7;4;4;6;2;2;5;4;15;22;24;36;24;12;96;41;14;31;86;12;9;12;13;13;20;5;12;1;2;3;58;23
"58";"R_1j9rjCN38a6AVJv";29;2;6;9;4;8;4;7;3;4;5;27;23;18;16;13;6;53;23;14;12;49;6;35;11;10;7;13;5;7;4;5;7;37;32
"59";"R_1jfEIjPNcs7IKvT";40;2;6;9;8;5;4;3;4;7;4;21;29;22;21;22;9;74;27;16;31;74;7;29;8;9;5;11;4;7;3;4;9;32;28
"60";"R_1jwvQjhQXN8H8YK";23;1;6;5;5;6;6;6;6;6;6;23;29;19;24;18;9;70;31;17;26;74;9;27;11;12;9;12;6;12;3;6;9;45;35
"61";"R_1KgaPub2oGnIqm6";18;2;8;8;8;4;6;4;2;8;4;18;34;26;15;18;10;69;21;15;11;47;4;30;9;10;8;12;5;9;2;6;9;39;31
"62";"R_1kGlYn6i2rN6uZH";16;2;9;6;10;10;4;2;2;10;8;20;41;19;16;17;15;67;21;8;12;41;3;17;8;8;14;19;9;13;4;6;8;54;35
"63";"R_1KmbMO0qxkgcgU3";2;2;6;10;5;9;4;8;4;2;4;31;21;14;15;14;8;51;10;13;8;31;5;39;14;8;7;5;10;8;3;10;14;28;51
"64";"R_1kSn4Toi12exJPU";29;2;6;8;4;10;4;4;2;8;4;24;26;23;14;14;6;57;26;13;11;50;8;24;9;9;7;18;6;12;3;7;9;46;34
"65";"R_1l0RPE8LaE521rm";5;2;4;8;4;8;5;6;4;5;4;26;22;17;10;16;8;51;16;11;11;38;3;35;14;7;6;8;8;8;4;10;10;29;46
"66";"R_1Lbsf9if38cwuax";16;2;2;7;7;4;4;5;4;10;5;20;28;22;33;28;15;98;34;16;30;80;10;17;6;6;7;18;6;6;1;5;4;37;22
"67";"R_1lcLEo9LT7hoeNT";28;2;10;6;10;4;2;3;3;8;6;16;36;17;38;25;15;95;41;21;32;94;9;22;4;15;10;20;4;20;2;2;3;65;15
"68";"R_1LFK2gQP8Jy7rCl";13;1;9;8;5;10;3;5;4;6;5;27;28;21;17;10;12;60;14;9;13;36;5;9;15;8;4;13;9;6;3;4;12;31;43
"69";"R_1LHFHy1Jn6js89h";23;2;5;6;10;4;6;6;6;7;6;22;34;21;20;17;11;69;12;8;9;29;3;16;6;8;7;13;8;9;3;10;9;37;36
"70";"R_1lmG720lmi19Lgv";29;1;6;6;7;4;6;4;4;9;5;18;33;18;31;18;12;79;32;16;26;74;9;19;8;12;13;16;5;12;1;3;3;53;20
"71";"R_1LoFEIS86lpia2a";48;1;9;7;6;2;4;2;2;5;4;13;28;27;36;28;14;105;34;14;33;81;12;9;6;11;11;19;3;17;1;3;4;58;17
"72";"R_1LpvVonZODYQkBc";31;1;8;5;8;6;9;3;4;7;7;18;39;23;25;21;13;82;40;16;31;87;8;10;10;13;14;18;5;18;1;2;5;63;23
"73";"R_1LRKCe2ThkIENG3";22;2;10;9;10;3;6;5;4;10;8;21;44;17;19;19;12;67;10;8;9;27;3;14;13;9;7;12;10;4;5;10;9;32;47
"74";"R_1LRuXb1EuAO7oiI";42;2;3;5;5;2;4;4;5;8;4;16;24;22;40;21;12;95;37;14;33;84;12;16;11;14;10;18;4;15;2;2;6;57;25
"75";"R_1LuLk85eXnmubbp";29;1;5;5;4;4;4;2;4;4;5;15;22;28;19;13;7;67;28;10;19;57;6;28;6;10;12;16;5;13;1;4;5;51;21
"76";"R_1lyDZxageb3jfm0";44;1;5;2;5;7;5;2;2;8;6;13;29;19;12;9;7;47;18;14;15;47;3;32;9;9;6;16;5;6;2;4;5;37;25
"77";"R_1LZ0H1VpI1wpNV5";27;1;5;6;7;6;4;4;4;5;7;20;28;27;37;24;11;99;23;16;34;73;12;21;11;8;13;17;3;18;1;3;9;56;27
"78";"R_1lzAqx3K8KaXyrW";12;2;6;6;5;6;4;3;4;9;6;19;30;29;39;27;15;110;32;8;32;72;11;11;9;8;7;18;5;8;2;2;7;41;25
"79";"R_1LzjDGJ5YPiToD6";15;1;5;10;8;3;5;9;4;8;5;26;31;28;24;15;9;76;27;9;29;65;8;26;8;13;7;19;7;13;4;3;8;52;30
"80";"R_1mg9Zv8ALT3ZHpb";37;2;6;4;4;5;3;4;3;4;3;16;20;13;14;8;12;47;19;15;12;46;3;30;5;8;5;12;8;8;4;7;10;33;34
"81";"R_1mKwCkJlu7JOHUn";3;2;4;6;5;7;5;6;4;6;6;23;26;22;31;9;10;72;36;14;25;75;11;13;7;7;6;12;6;12;3;5;5;37;26
"82";"R_1mL3CKutmDrdqgw";40;2;6;4;8;2;4;3;2;7;6;11;31;18;18;19;12;67;43;16;32;91;7;10;8;14;12;17;3;13;2;4;3;56;20
"83";"R_1MQglwApu8HkiCD";31;2;8;6;7;4;8;2;2;6;4;14;33;29;35;25;6;95;31;15;19;65;9;29;8;7;6;18;6;12;1;5;4;43;24
"84";"R_1MSdU6tY6GcQtzr";14;1;8;6;7;5;2;3;4;9;7;18;33;19;20;18;11;68;36;20;28;84;8;20;8;9;7;18;5;10;1;3;4;44;21
"85";"R_1n6GSunT6qGaMW4";26;1;10;10;10;9;2;6;6;7;3;31;32;11;23;20;15;69;13;18;9;40;8;43;17;5;9;6;10;7;2;10;11;27;50
"86";"R_1N7Vx3BmMRL3Kyb";31;1;7;6;4;4;2;4;4;4;4;18;21;24;37;23;15;99;37;18;28;83;12;27;7;8;6;17;5;9;1;4;3;40;20
"87";"R_1NftBEGyQtRBzbu";38;2;7;6;10;4;7;4;2;7;8;16;39;23;12;20;13;68;34;13;23;70;3;12;10;12;9;18;7;13;2;4;5;52;28
"88";"R_1NlEOA4QhSWpVQN";28;1;5;4;8;4;3;2;3;7;7;13;30;22;37;21;9;89;35;13;29;77;9;32;4;11;9;19;5;11;1;5;3;50;18
"89";"R_1NmDhku8Gr3gSdv";16;2;6;10;8;5;4;4;4;6;8;23;32;13;16;8;9;46;29;11;12;52;5;20;10;7;7;12;9;11;2;7;4;37;32
"90";"R_1NqaJY5iGhliUmN";20;2;8;8;6;3;6;7;6;6;5;24;31;22;24;24;13;83;33;19;19;71;6;17;12;10;9;14;7;9;2;7;5;42;33
"91";"R_1NqVioq4Gtyi76y";26;2;8;6;8;4;4;2;4;8;7;16;35;20;36;18;11;85;42;17;31;90;9;9;5;12;10;20;5;15;1;3;4;57;18
"92";"R_1Ocp8S67qbr6aSl";17;2;9;8;8;6;2;6;5;7;9;25;35;22;33;23;10;88;26;14;29;69;7;45;13;9;10;14;6;11;3;7;10;44;39
"93";"R_1oe7HhCQUIsv3n7";33;2;6;6;8;7;6;5;3;4;7;21;31;21;22;24;12;79;26;16;27;69;6;36;14;10;10;16;6;8;2;3;9;44;34
"94";"R_1oFvLgMbqIckl9C";32;2;6;7;5;7;4;6;2;7;5;22;27;15;40;19;15;89;33;15;26;74;12;26;8;9;8;16;4;11;2;4;5;44;23
"95";"R_1ON5K92CFZ6sEB9";49;1;5;8;8;6;5;3;4;10;10;21;38;20;30;22;12;84;38;20;31;89;6;29;12;15;14;16;3;14;1;3;4;59;23
"96";"R_1oojOU3pCk9mEXv";3;2;10;4;6;6;4;5;2;2;6;17;28;30;22;21;8;81;46;16;31;93;6;9;6;12;12;20;4;20;1;2;6;64;19
"97";"R_1OqwbEWDT3TyYt1";41;2;5;8;5;7;3;6;2;5;4;23;22;22;17;16;7;62;15;15;9;39;3;31;13;11;6;17;8;6;3;7;10;40;41
"98";"R_1OTvNIjuI1SDrUX";43;1;2;2;6;2;6;2;6;2;2;12;18;26;40;28;15;109;48;16;40;104;12;9;4;8;15;20;2;20;1;2;3;63;12
"99";"R_1OUdIamva6nAeQl";21;1;8;7;9;5;6;2;4;8;8;18;39;18;20;16;12;66;25;15;17;57;6;34;7;14;11;15;5;14;3;5;5;54;25
"100";"R_1OVkHfrxq5uYPPV";37;1;7;9;6;10;3;6;3;4;7;28;27;20;36;24;14;94;42;9;35;86;12;9;7;10;12;19;6;17;2;4;11;58;30
"101";"R_1OYWPszJVQeBVtb";26;2;6;10;6;9;3;8;5;9;3;32;27;21;22;23;8;74;20;11;16;47;7;34;9;13;8;10;7;13;3;3;8;44;30
"102";"R_1pAPG8ifGV1rvfX";22;2;7;6;8;4;4;4;2;9;6;16;34;15;22;16;11;64;36;19;26;81;6;35;7;15;8;13;6;12;2;4;5;48;24
"103";"R_1pKjgBFj4zEyQ0G";38;2;7;5;9;3;4;5;3;4;7;16;31;18;27;14;11;70;23;13;11;47;8;20;10;9;9;18;7;6;2;4;9;42;32
"104";"R_1pPvAyBVKTXs5RY";24;2;6;9;6;7;4;4;3;5;4;23;25;15;12;10;6;43;22;13;12;47;4;31;10;9;7;12;8;7;2;8;6;35;34
"105";"R_1pQYCAklx3odwAZ";8;2;6;6;6;4;4;3;2;7;6;15;29;22;32;22;12;88;43;18;37;98;8;18;5;12;14;20;6;19;1;2;3;65;17
"106";"R_1prpFuQAILzhGgW";33;2;4;5;5;7;4;3;2;5;7;17;25;13;17;11;6;47;20;9;12;41;5;31;13;9;9;12;9;10;2;6;9;40;39
"107";"R_1psW6HsO7Ub5HXm";41;2;10;10;9;6;4;3;3;9;10;22;42;19;32;18;9;78;32;17;29;78;12;20;9;15;10;12;5;17;5;3;5;54;27
"108";"R_1Qa9hsIMTnkZZs1";15;2;4;6;7;3;4;4;2;4;5;15;24;16;17;17;15;65;35;21;28;84;4;34;6;12;9;17;3;11;2;3;4;49;18
"109";"R_1QaojEbafWoFVFc";30;2;6;4;8;3;5;2;4;6;8;13;33;21;21;18;10;70;29;11;21;61;6;19;6;9;9;18;6;13;1;3;6;49;22
"110";"R_1qe6YOZpCiASUVw";26;2;8;10;10;5;6;5;3;6;5;23;35;24;14;14;8;60;33;18;18;69;3;11;9;14;9;18;5;10;2;6;5;51;27
"111";"R_1qfYfMQPjn1u2DA";43;2;4;9;6;6;4;5;4;4;3;24;21;16;28;17;8;69;10;9;10;29;9;37;12;6;5;9;6;8;4;8;4;28;34
"112";"R_1qfYSl2gCCBKShp";38;2;7;5;3;2;4;6;9;3;3;22;20;27;35;25;11;98;26;14;19;59;9;34;5;11;12;17;2;10;2;4;3;50;16
"113";"R_1Qhm0aOovrKRlmg";25;2;4;5;8;6;4;5;2;7;8;18;31;21;19;12;7;59;20;10;12;42;5;28;10;7;5;13;8;9;2;7;9;34;36
"114";"R_1QKt1fsEuAWQ3EJ";40;2;3;7;3;4;4;7;3;4;3;21;17;16;17;15;13;61;29;9;27;65;5;28;5;9;5;12;5;7;3;5;6;33;24
"115";"R_1QKuAsqQ3OQ6LLK";7;1;8;8;6;7;4;3;4;9;6;22;33;23;27;11;10;71;27;18;19;64;8;35;13;10;10;12;10;7;1;9;5;39;38
"116";"R_1QL3qIJfomjkG0u";20;2;6;6;6;6;6;7;8;6;7;27;31;17;23;21;12;73;20;10;13;43;9;23;11;10;7;13;4;12;3;5;9;42;32
"117";"R_1QLslfa6giERkPL";16;2;7;5;5;8;2;6;5;5;5;24;24;20;10;15;13;58;22;15;14;51;4;45;15;10;5;6;6;9;4;10;5;30;40
"118";"R_1qWeQx5b6buXdAn";19;2;5;5;3;7;3;4;2;5;5;18;21;19;21;23;7;70;17;13;10;40;6;24;9;7;5;15;7;6;2;6;8;33;32
"119";"R_1r81moOaBuCVsg9";47;2;9;6;10;6;4;3;4;10;8;19;41;16;32;24;12;84;33;15;23;71;9;21;9;13;11;18;5;13;1;4;6;55;25
"120";"R_1rHbZGA6kHd3Fqg";13;1;10;8;10;6;3;4;2;10;10;20;43;13;37;22;15;87;31;25;21;77;9;45;9;12;5;12;10;4;3;10;3;33;35
"121";"R_1riTVHfIEmlG51B";62;1;10;5;8;4;4;2;4;10;6;15;38;21;32;17;12;82;47;18;37;102;10;20;11;12;13;19;6;20;2;2;6;64;27
"122";"R_1rjdSY0GFXD5ebN";52;2;7;4;4;2;4;4;2;3;6;12;24;17;27;21;12;77;37;17;26;80;7;14;8;10;14;18;2;13;1;2;4;55;17
"123";"R_1rJKmPkNlJqnJva";39;2;8;7;4;10;7;4;2;9;4;23;32;21;25;22;6;74;33;13;23;69;8;20;5;14;11;17;7;10;2;6;5;52;25
"124";"R_1rJMWJ7iJzwsNlD";1;2;8;7;7;6;6;6;3;4;6;22;31;24;23;24;12;83;38;13;30;81;9;9;11;10;10;18;2;14;2;3;4;52;22
"125";"R_1rkQReqgrl6wGky";31;1;7;8;6;10;4;9;3;7;6;30;30;17;16;22;7;62;31;17;20;68;4;20;8;11;9;15;5;10;2;6;4;45;25
"126";"R_1rN5SFtkM9pyqoQ";14;2;7;4;8;4;8;4;4;6;8;16;37;28;22;14;4;68;40;14;30;84;7;9;11;14;15;18;4;18;1;5;3;65;24
"127";"R_1rr00J00pWhDQnu";5;2;5;6;5;4;5;4;2;7;4;16;26;20;29;20;12;81;28;14;28;70;12;17;8;8;7;18;3;11;2;2;3;44;18
"128";"R_1rwAJ5eRWrcLyRi";23;2;5;8;6;3;5;9;4;3;3;24;22;20;15;20;14;69;26;15;13;54;4;31;9;6;7;11;8;7;2;7;6;31;32
"129";"R_1XKPWwClPDM64WB";8;1;10;7;8;4;2;2;4;7;10;17;37;28;36;28;12;104;47;19;39;105;12;15;12;14;14;16;6;20;1;2;3;64;24
"130";"R_20UpxeRfP9DLp3u";34;1;7;4;5;5;5;2;2;5;5;13;27;28;40;27;6;101;45;15;32;92;12;9;6;10;9;20;3;11;2;2;5;50;18
"131";"R_216bEFqMfzn2kYe";55;1;5;5;5;4;4;2;4;6;4;15;24;18;39;21;12;90;39;16;36;91;12;10;8;7;8;18;4;13;1;2;3;46;18
"132";"R_21cEqECzQ5wwgBp";37;1;6;5;4;5;5;4;2;4;7;16;26;23;19;12;10;64;20;13;10;43;6;19;9;7;8;15;10;7;2;6;8;37;35
"133";"R_21jmkVlyWlh0d17";35;2;7;7;8;6;7;4;4;4;9;21;35;17;39;24;11;91;31;16;22;69;12;24;7;8;8;16;5;10;4;4;6;42;26
"134";"R_22IXhZ8OHywHn4u";61;2;6;5;6;6;5;4;2;6;6;17;29;20;15;12;6;53;44;15;27;86;3;9;11;18;10;19;4;17;2;3;3;64;23
"135";"R_22JiGuAMBj1VEgn";45;2;8;4;9;2;8;4;2;5;10;12;40;23;38;29;15;105;48;16;39;103;12;9;13;16;14;20;5;16;1;3;3;66;25
"136";"R_22JJFldBMq19XdB";33;2;7;8;8;4;3;2;3;8;8;17;34;23;30;23;12;88;30;13;16;59;7;28;8;11;9;18;5;12;3;5;6;50;27
"137";"R_22nuAq9l67YkqtC";35;2;8;8;9;3;7;4;4;6;6;19;36;24;33;26;12;95;39;18;27;84;10;12;11;12;9;18;6;9;3;4;5;48;29
"138";"R_22PMhaHtzBIZaS7";46;2;10;4;5;3;5;5;3;6;9;15;35;19;27;21;15;82;23;15;13;51;7;30;10;6;8;15;9;7;2;6;8;36;35
"139";"R_22VLO0kbNfjvUwk";5;2;4;7;7;6;6;2;4;7;4;19;28;19;37;14;6;76;18;13;16;47;12;18;12;10;6;14;6;6;4;7;9;36;38
"140";"R_22wSXvArhWyp6M2";41;1;5;4;4;3;6;7;7;4;5;21;24;25;22;13;9;69;29;12;18;59;6;14;10;8;6;16;6;12;1;4;6;42;27
"141";"R_22WzdX4rO5fWJuy";26;2;8;3;8;5;4;2;4;7;7;14;34;11;18;15;13;57;38;18;23;79;3;22;7;9;9;15;6;12;1;6;6;45;26
"142";"R_22xID321eeHeeke";49;2;4;6;5;8;4;2;2;7;6;18;26;19;35;21;12;87;35;17;24;76;12;19;11;12;11;15;6;9;3;2;3;47;25
